index,name,k2,K1,rAC,rcat,kg(473K),kg(673K),kg(873K),pg(473K),pg(673K),pg(873K),reff(Tg=473K),reff(Tg=673K),reff(Tg=873K)
230,coords_1Kps_062_0204,7.488675e+07,2.060059e-03,1.601165e+05,1.598030e+05,1.336791e-16,5.263082e-08,2.624893e-03,4.812448e-13,1.894530e-04,9.999213e-01,7.690437e-08,3.027516e+01,1.597904e+05
231,coords_1Kps_063_0001,3.153363e+03,3.281343e+00,2.438796e+03,2.438724e+03,2.804418e+01,8.714036e+04,7.621730e+06,1.000000e+00,1.000000e+00,1.000000e+00,2.438724e+03,2.438724e+03,2.438724e+03
232,coords_1Kps_063_0203,3.166132e+03,1.630264e+01,2.989811e+03,2.989701e+03,1.780177e+01,6.527527e+04,6.168122e+06,1.000000e+00,1.000000e+00,1.000000e+00,2.989701e+03,2.989701e+03,2.989701e+03
233,coords_1Kps_063_0205,7.309380e+05,1.717939e+00,4.686572e+05,4.659811e+05,3.609236e-12,8.674384e-05,9.287438e-01,1.299325e-08,2.682218e-01,1.000000e+00,6.054610e-03,1.249863e+05,4.659811e+05
234,coords_1Kps_063_0409,7.621113e+04,3.021493e-01,1.822370e+04,1.821963e+04,5.984832e-09,1.493058e-02,4.707514e+01,2.154516e-05,1.000000e+00,1.000000e+00,3.925449e-01,1.821963e+04,1.821963e+04
235,coords_1Kps_063_0506,9.494642e+03,4.596140e+00,7.852115e+03,7.851360e+03,8.209462e-05,1.373869e+01,9.839336e+03,2.558708e-01,1.000000e+00,1.000000e+00,2.008934e+03,7.851360e+03,7.851360e+03
236,coords_1Kps_063_0708,4.451122e+03,9.560094e-01,2.219266e+03,2.219206e+03,1.353481e+01,5.521995e+04,5.502752e+06,1.000000e+00,1.000000e+00,1.000000e+00,2.219206e+03,2.219206e+03,2.219206e+03
237,coords_1Kps_064_0010,5.649335e+03,9.206359e-01,2.763438e+03,2.763345e+03,1.242927e+02,3.064829e+05,2.326647e+07,1.000000e+00,1.000000e+00,1.000000e+00,2.763345e+03,2.763345e+03,2.763345e+03
238,coords_1Kps_064_0104,7.226007e+03,5.413886e-01,2.603156e+03,2.603073e+03,4.226702e+01,1.202584e+05,9.874652e+06,1.000000e+00,1.000000e+00,1.000000e+00,2.603073e+03,2.603073e+03,2.603073e+03
239,coords_1Kps_064_0205,1.439242e+04,1.435024e-01,1.869202e+03,1.869159e+03,7.374805e+00,3.434824e+04,3.647584e+06,1.000000e+00,1.000000e+00,1.000000e+00,1.869159e+03,1.869159e+03,1.869159e+03
240,coords_1Kps_064_0608,4.635917e+03,2.832047e+00,3.460974e+03,3.460827e+03,2.099984e+01,7.176189e+04,6.478446e+06,1.000000e+00,1.000000e+00,1.000000e+00,3.460827e+03,3.460827e+03,3.460827e+03
241,coords_1Kps_064_0709,1.730663e+03,5.605299e+00,1.477277e+03,1.477250e+03,4.936674e-01,5.259488e+03,8.552434e+05,1.000000e+00,1.000000e+00,1.000000e+00,1.477250e+03,1.477250e+03,1.477250e+03
242,coords_1Kps_065_0002,6.067769e+02,2.595748e-01,1.289951e+02,1.289949e+02,3.667329e+01,1.017735e+05,8.141500e+06,1.000000e+00,1.000000e+00,1.000000e+00,1.289949e+02,1.289949e+02,1.289949e+02
243,coords_1Kps_065_0103,4.135525e+03,2.495575e+01,3.982112e+03,3.981918e+03,3.482509e+01,1.027398e+05,8.573131e+06,1.000000e+00,1.000000e+00,1.000000e+00,3.981918e+03,3.981918e+03,3.981918e+03
244,coords_1Kps_066_0003,2.409523e+04,9.903735e-02,2.250255e+03,2.250193e+03,8.978091e+01,2.674488e+05,2.293973e+07,1.000000e+00,1.000000e+00,1.000000e+00,2.250193e+03,2.250193e+03,2.250193e+03
245,coords_1Kps_066_0107,1.488108e+03,1.050374e+01,1.363320e+03,1.363297e+03,8.165084e-05,1.131911e+01,7.537602e+03,2.546811e-01,1.000000e+00,1.000000e+00,3.472060e+02,1.363297e+03,1.363297e+03
246,coords_1Kps_066_0205,2.349558e+04,1.435024e-01,3.051466e+03,3.051352e+03,1.946743e-01,2.682734e+03,5.001794e+05,1.000000e+00,1.000000e+00,1.000000e+00,3.051352e+03,3.051352e+03,3.051352e+03
247,coords_1Kps_066_0406,4.218591e+03,2.103036e-01,7.571539e+02,7.571468e+02,7.061595e+01,1.876917e+05,1.484166e+07,1.000000e+00,1.000000e+00,1.000000e+00,7.571468e+02,7.571468e+02,7.571468e+02
248,coords_1Kps_066_0809,2.034892e+04,1.391803e-01,2.573265e+03,2.573184e+03,3.536413e+01,1.152635e+05,1.012816e+07,1.000000e+00,1.000000e+00,1.000000e+00,2.573184e+03,2.573184e+03,2.573184e+03
249,coords_1Kps_067_0006,6.509817e+04,1.963923e+00,4.370333e+04,4.367994e+04,9.826656e-03,3.893059e+02,1.307715e+05,1.000000e+00,1.000000e+00,1.000000e+00,4.367994e+04,4.367994e+04,4.367994e+04
250,coords_1Kps_067_0102,3.779719e+03,1.518774e+01,3.554696e+03,3.554541e+03,3.367537e+01,9.904531e+04,8.285178e+06,1.000000e+00,1.000000e+00,1.000000e+00,3.554541e+03,3.554541e+03,3.554541e+03
251,coords_1Kps_067_0304,7.441464e+03,5.413935e-01,2.680789e+03,2.680701e+03,2.823985e+00,1.828103e+04,2.298028e+06,1.000000e+00,1.000000e+00,1.000000e+00,2.680701e+03,2.680701e+03,2.680701e+03
252,coords_1Kps_067_0507,1.713940e+03,1.516589e+01,1.611763e+03,1.611731e+03,1.817126e+01,6.235598e+04,5.672169e+06,1.000000e+00,1.000000e+00,1.000000e+00,1.611731e+03,1.611731e+03,1.611731e+03
253,coords_1Kps_068_0007,6.457610e+04,2.459803e-02,1.610948e+03,1.610916e+03,4.471031e+01,1.251564e+05,1.020382e+07,1.000000e+00,1.000000e+00,1.000000e+00,1.610916e+03,1.610916e+03,1.610916e+03
254,coords_1Kps_068_0106,8.739523e+03,7.315534e-01,3.776421e+03,3.776246e+03,4.915944e+00,2.505320e+04,2.773990e+06,1.000000e+00,1.000000e+00,1.000000e+00,3.776246e+03,3.776246e+03,3.776246e+03
255,coords_1Kps_068_0204,5.727097e+03,1.489961e+01,5.379944e+03,5.379589e+03,8.214897e+01,2.144067e+05,1.686231e+07,1.000000e+00,1.000000e+00,1.000000e+00,5.379589e+03,5.379589e+03,5.379589e+03
256,coords_1Kps_068_0305,1.815314e+03,1.619368e-01,2.616824e+02,2.616816e+02,4.538197e-02,9.755256e+02,2.325523e+05,1.000000e+00,1.000000e+00,1.000000e+00,2.616816e+02,2.616816e+02,2.616816e+02
257,coords_1Kps_069_0001,3.267569e+03,5.472169e-01,1.185212e+03,1.185194e+03,2.631945e-03,1.392195e+02,5.447358e+04,9.999233e-01,1.000000e+00,1.000000e+00,1.185103e+03,1.185194e+03,1.185194e+03
258,coords_1Kps_069_0204,4.479320e+03,5.850637e-01,1.694597e+03,1.694561e+03,3.028509e+00,1.721975e+04,2.003922e+06,1.000000e+00,1.000000e+00,1.000000e+00,1.694561e+03,1.694561e+03,1.694561e+03
259,coords_1Kps_069_0308,1.024155e+04,1.260927e+01,9.515975e+03,9.514865e+03,4.372409e+01,1.195816e+05,9.637747e+06,1.000000e+00,1.000000e+00,1.000000e+00,9.514865e+03,9.514865e+03,9.514865e+03
260,coords_1Kps_069_0609,8.383809e+03,1.260927e+01,7.789848e+03,7.789105e+03,5.001318e+01,1.352560e+05,1.081545e+07,1.000000e+00,1.000000e+00,1.000000e+00,7.789105e+03,7.789105e+03,7.789105e+03
261,coords_1Kps_070_0008,5.493143e+03,9.206359e-01,2.687035e+03,2.686947e+03,3.009585e+01,9.120798e+04,7.785174e+06,1.000000e+00,1.000000e+00,1.000000e+00,2.686947e+03,2.686947e+03,2.686947e+03
262,coords_1Kps_070_0102,1.028330e+04,2.908296e+01,9.954228e+03,9.953014e+03,1.497599e-06,6.457450e-01,8.013117e+02,5.376848e-03,1.000000e+00,1.000000e+00,5.351585e+01,9.953014e+03,9.953014e+03
263,coords_1Kps_070_0306,4.459693e+03,1.309765e+01,4.154716e+03,4.154504e+03,7.255057e+01,1.909028e+05,1.501692e+07,1.000000e+00,1.000000e+00,1.000000e+00,4.154504e+03,4.154504e+03,4.154504e+03
264,coords_1Kps_070_0412,4.955793e+03,9.756123e+00,4.511227e+03,4.510977e+03,1.143906e+00,9.313502e+03,1.323151e+06,1.000000e+00,1.000000e+00,1.000000e+00,4.510977e+03,4.510977e+03,4.510977e+03
265,coords_1Kps_070_0509,1.103082e+04,1.180838e+01,1.020031e+04,1.019904e+04,4.824123e+01,1.326128e+05,1.075524e+07,1.000000e+00,1.000000e+00,1.000000e+00,1.019904e+04,1.019904e+04,1.019904e+04
266,coords_1Kps_070_0711,7.321992e+03,1.482426e+01,6.876044e+03,6.875464e+03,5.432096e+01,1.467822e+05,1.178758e+07,1.000000e+00,1.000000e+00,1.000000e+00,6.875464e+03,6.875464e+03,6.875464e+03
267,coords_1Kps_070_1013,9.695434e+03,6.682553e-02,6.300970e+02,6.300922e+02,4.441254e+01,1.286133e+05,1.079921e+07,1.000000e+00,1.000000e+00,1.000000e+00,6.300922e+02,6.300922e+02,6.300922e+02
268,coords_1Kps_071_0002,7.355388e+02,1.980461e+00,4.951592e+02,4.951562e+02,1.295253e-01,2.042240e+03,4.174837e+05,1.000000e+00,1.000000e+00,1.000000e+00,4.951562e+02,4.951562e+02,4.951562e+02
269,coords_1Kps_071_0103,3.507443e+03,1.489961e+01,3.294836e+03,3.294703e+03,1.781238e+01,6.199817e+04,5.650939e+06,1.000000e+00,1.000000e+00,1.000000e+00,3.294703e+03,3.294703e+03,3.294703e+03
270,coords_1Kps_071_0405,3.480300e+04,1.460845e+01,3.265393e+04,3.264087e+04,2.557848e-03,1.375956e+02,5.428821e+04,9.998998e-01,1.000000e+00,1.000000e+00,3.263760e+04,3.264087e+04,3.264087e+04
271,coords_1Kps_072_0005,3.446044e+03,1.001387e+00,1.758095e+03,1.758057e+03,5.857060e+01,1.521220e+05,1.188966e+07,1.000000e+00,1.000000e+00,1.000000e+00,1.758057e+03,1.758057e+03,1.758057e+03
272,coords_1Kps_072_0107,1.616566e+04,1.748893e-01,2.488028e+03,2.487952e+03,1.426129e+02,3.668780e+05,2.866888e+07,1.000000e+00,1.000000e+00,1.000000e+00,2.487952e+03,2.487952e+03,2.487952e+03
273,coords_1Kps_072_0203,2.322029e+03,2.765045e+01,2.244003e+03,2.243942e+03,1.647016e+01,5.732026e+04,5.265546e+06,1.000000e+00,1.000000e+00,1.000000e+00,2.243942e+03,2.243942e+03,2.243942e+03
274,coords_1Kps_072_0406,1.487096e+04,1.240796e+00,8.378710e+03,8.377849e+03,1.710589e+01,6.972149e+04,6.909471e+06,1.000000e+00,1.000000e+00,1.000000e+00,8.377849e+03,8.377849e+03,8.377849e+03
275,coords_1Kps_072_0407,5.400181e+03,9.761881e-01,2.720652e+03,2.720561e+03,2.046856e+00,1.420285e+04,1.846329e+06,1.000000e+00,1.000000e+00,1.000000e+00,2.720561e+03,2.720561e+03,2.720561e+03
276,coords_1Kps_073_0007,5.154937e+03,8.753543e-01,2.456679e+03,2.456605e+03,4.066498e-02,9.316719e+02,2.319189e+05,1.000000e+00,1.000000e+00,1.000000e+00,2.456605e+03,2.456605e+03,2.456605e+03
277,coords_1Kps_073_0110,6.269989e+03,1.336180e+01,5.849122e+03,5.848703e+03,3.989749e+01,1.114113e+05,9.071697e+06,1.000000e+00,1.000000e+00,1.000000e+00,5.848703e+03,5.848703e+03,5.848703e+03
278,coords_1Kps_073_0203,6.002485e+02,3.851350e+01,5.856292e+02,5.856250e+02,3.693197e-01,4.318286e+03,7.507272e+05,1.000000e+00,1.000000e+00,1.000000e+00,5.856250e+02,5.856250e+02,5.856250e+02
279,coords_1Kps_073_0405,7.844653e+03,1.839564e+01,7.455022e+03,7.454341e+03,4.081951e+01,1.216361e+05,1.034976e+07,1.000000e+00,1.000000e+00,1.000000e+00,7.454341e+03,7.454341e+03,7.454341e+03
280,coords_1Kps_073_0611,9.781148e+03,1.007858e-01,9.280583e+02,9.280478e+02,5.728482e+01,1.665238e+05,1.376338e+07,1.000000e+00,1.000000e+00,1.000000e+00,9.280478e+02,9.280478e+02,9.280478e+02
281,coords_1Kps_073_0809,9.623467e+03,2.351071e-01,1.890907e+03,1.890863e+03,9.999483e+00,4.141817e+04,4.164220e+06,1.000000e+00,1.000000e+00,1.000000e+00,1.890863e+03,1.890863e+03,1.890863e+03
282,coords_1Kps_074_0006,7.149130e+04,2.067380e+00,4.879789e+04,4.876873e+04,1.898322e+01,8.308745e+04,8.501939e+06,1.000000e+00,1.000000e+00,1.000000e+00,4.876873e+04,4.876873e+04,4.876873e+04
283,coords_1Kps_074_0111,5.928437e+03,1.084847e+00,3.142995e+03,3.142874e+03,9.610901e+00,4.291038e+04,4.428394e+06,1.000000e+00,1.000000e+00,1.000000e+00,3.142874e+03,3.142874e+03,3.142874e+03
284,coords_1Kps_074_0209,4.293133e+04,1.391803e-01,5.428969e+03,5.428608e+03,1.253785e+02,3.188188e+05,2.450772e+07,1.000000e+00,1.000000e+00,1.000000e+00,5.428608e+03,5.428608e+03,5.428608e+03
285,coords_1Kps_074_0304,3.518799e+04,1.099597e-01,3.611433e+03,3.611274e+03,1.856135e-01,2.631626e+03,5.037839e+05,1.000000e+00,1.000000e+00,1.000000e+00,3.611274e+03,3.611274e+03,3.611274e+03
286,coords_1Kps_074_0508,4.948344e+04,5.259897e-01,1.749858e+04,1.749483e+04,3.912212e+01,1.405172e+05,1.301371e+07,1.000000e+00,1.000000e+00,1.000000e+00,1.749483e+04,1.749483e+04,1.749483e+04
287,coords_1Kps_074_0710,1.847069e+05,9.798051e-01,9.322750e+04,9.312112e+04,6.715106e-02,1.353952e+03,3.116460e+05,1.000000e+00,1.000000e+00,1.000000e+00,9.312112e+04,9.312112e+04,9.312112e+04
288,coords_1Kps_075_0008,8.619133e+03,2.227749e-01,1.621444e+03,1.621411e+03,1.784689e+01,6.538494e+04,6.088631e+06,1.000000e+00,1.000000e+00,1.000000e+00,1.621411e+03,1.621411e+03,1.621411e+03
289,coords_1Kps_075_0104,7.690254e+04,6.789609e-02,5.072608e+03,5.072293e+03,1.501386e+00,1.541714e+04,2.538213e+06,1.000000e+00,1.000000e+00,1.000000e+00,5.072293e+03,5.072293e+03,5.072293e+03
290,coords_1Kps_075_0205,7.007093e+04,5.797873e+00,6.010415e+04,6.005992e+04,5.821005e-02,1.193718e+03,2.743232e+05,1.000000e+00,1.000000e+00,1.000000e+00,6.005992e+04,6.005992e+04,6.005992e+04
291,coords_1Kps_075_0309,5.003169e+03,1.240796e+00,2.818923e+03,2.818825e+03,1.903422e+01,7.056236e+04,6.608923e+06,1.000000e+00,1.000000e+00,1.000000e+00,2.818825e+03,2.818825e+03,2.818825e+03
292,coords_1Kps_075_0607,3.334514e+03,9.903735e-02,3.114104e+02,3.114092e+02,2.165941e+01,8.002399e+04,7.625400e+06,1.000000e+00,1.000000e+00,1.000000e+00,3.114092e+02,3.114092e+02,3.114092e+02
293,coords_1Kps_076_0002,1.669254e+04,1.403351e-01,2.126173e+03,2.126118e+03,6.582203e+00,3.299864e+04,3.656843e+06,1.000000e+00,1.000000e+00,1.000000e+00,2.126118e+03,2.126118e+03,2.126118e+03
294,coords_1Kps_076_0105,1.990728e+06,1.352021e-02,2.760651e+04,2.759718e+04,4.709742e-01,6.093450e+03,1.108287e+06,1.000000e+00,1.000000e+00,1.000000e+00,2.759718e+04,2.759718e+04,2.759718e+04
295,coords_1Kps_076_0307,1.250133e+04,1.261474e-01,1.450018e+03,1.449992e+03,7.167898e+01,1.879618e+05,1.477043e+07,1.000000e+00,1.000000e+00,1.000000e+00,1.449992e+03,1.449992e+03,1.449992e+03
296,coords_1Kps_076_0406,4.718988e+03,2.495575e+01,4.543931e+03,4.543678e+03,1.483116e+01,5.602273e+04,5.312970e+06,1.000000e+00,1.000000e+00,1.000000e+00,4.543678e+03,4.543678e+03,4.543678e+03
297,coords_1Kps_077_0103,5.364079e+04,1.007010e+00,2.744140e+04,2.743217e+04,4.639477e-03,2.326278e+02,8.683639e+04,9.999999e-01,1.000000e+00,1.000000e+00,2.743217e+04,2.743217e+04,2.743217e+04
298,coords_1Kps_077_0308,3.553802e+04,2.017805e+00,2.406951e+04,2.406241e+04,1.124558e+01,6.158697e+04,7.274926e+06,1.000000e+00,1.000000e+00,1.000000e+00,2.406241e+04,2.406241e+04,2.406241e+04
299,coords_1Kps_077_0409,4.105149e+04,9.076358e+00,3.711953e+04,3.710265e+04,7.999005e-02,1.454915e+03,3.187799e+05,1.000000e+00,1.000000e+00,1.000000e+00,3.710265e+04,3.710265e+04,3.710265e+04
300,coords_1Kps_077_0508,4.000513e+03,1.309765e+01,3.726937e+03,3.726767e+03,4.355401e+01,1.247844e+05,1.030558e+07,1.000000e+00,1.000000e+00,1.000000e+00,3.726767e+03,3.726767e+03,3.726767e+03
301,coords_1Kps_077_0607,5.870517e+04,2.307045e-01,1.136073e+04,1.135915e+04,3.945800e-02,1.017127e+03,2.662811e+05,1.000000e+00,1.000000e+00,1.000000e+00,1.135915e+04,1.135915e+04,1.135915e+04
302,coords_1Kps_078_0003,1.659455e+03,4.475711e-01,5.271270e+02,5.271236e+02,1.723708e+00,1.242476e+04,1.669951e+06,1.000000e+00,1.000000e+00,1.000000e+00,5.271236e+02,5.271236e+02,5.271236e+02
303,coords_1Kps_078_0104,9.999012e+03,2.888501e-01,2.310049e+03,2.309984e+03,2.827773e+01,9.139911e+04,8.155748e+06,1.000000e+00,1.000000e+00,1.000000e+00,2.309984e+03,2.309984e+03,2.309984e+03
304,coords_1Kps_078_0205,7.224712e+03,3.273603e-01,1.835115e+03,1.835074e+03,3.521505e+01,1.065658e+05,9.005715e+06,1.000000e+00,1.000000e+00,1.000000e+00,1.835074e+03,1.835074e+03,1.835074e+03
305,coords_1Kps_079_0002,2.924768e+04,2.279415e+00,2.057103e+04,2.056585e+04,5.209951e+00,3.175530e+04,3.918386e+06,1.000000e+00,1.000000e+00,1.000000e+00,2.056585e+04,2.056585e+04,2.056585e+04
306,coords_1Kps_079_0103,2.128471e+06,3.432976e+00,1.662793e+06,1.629588e+06,1.471015e-09,5.838796e-03,2.360081e+01,5.295639e-06,1.000000e+00,1.000000e+00,8.629712e+00,1.629588e+06,1.629588e+06
307,coords_1Kps_079_0405,7.794095e+03,1.748893e-01,1.199575e+03,1.199558e+03,3.438497e+01,1.007068e+05,8.459315e+06,1.000000e+00,1.000000e+00,1.000000e+00,1.199558e+03,1.199558e+03,1.199558e+03
308,coords_1Kps_080_0004,2.282064e+04,1.422655e+00,1.361774e+04,1.361547e+04,4.822363e-03,2.068482e+02,7.216249e+04,1.000000e+00,1.000000e+00,1.000000e+00,1.361547e+04,1.361547e+04,1.361547e+04
309,coords_1Kps_080_0103,2.049141e+09,5.146958e-04,1.096405e+06,1.081870e+06,6.280091e-26,1.124714e-14,1.498201e-08,2.260833e-22,4.048969e-11,5.393376e-05,2.445927e-16,4.380459e-05,5.834933e+01
310,coords_1Kps_080_0205,9.412721e+03,7.315534e-01,4.067315e+03,4.067112e+03,5.947379e+00,2.814341e+04,3.003553e+06,1.000000e+00,1.000000e+00,1.000000e+00,4.067112e+03,4.067112e+03,4.067112e+03
311,coords_1Kps_081_0007,2.217424e+04,1.038407e+00,1.151387e+04,1.151224e+04,2.633524e+01,9.320954e+04,8.628370e+06,1.000000e+00,1.000000e+00,1.000000e+00,1.151224e+04,1.151224e+04,1.151224e+04
312,coords_1Kps_081_0104,2.049141e+09,1.478086e-03,3.145470e+06,3.028729e+06,6.280091e-26,1.124714e-14,1.498201e-08,2.260833e-22,4.048969e-11,5.393376e-05,6.847451e-16,1.226323e-04,1.633508e+02
313,coords_1Kps_081_0203,3.571242e+03,4.475711e-01,1.134407e+03,1.134392e+03,1.038303e-02,3.374751e+02,1.005918e+05,1.000000e+00,1.000000e+00,1.000000e+00,1.134392e+03,1.134392e+03,1.134392e+03
314,coords_1Kps_081_0506,9.912869e+03,2.341271e-01,1.941242e+03,1.941196e+03,1.204508e+01,4.950466e+04,4.951300e+06,1.000000e+00,1.000000e+00,1.000000e+00,1.941196e+03,1.941196e+03,1.941196e+03
315,coords_1Kps_082_0008,1.057799e+05,1.185368e+00,5.840694e+04,5.836517e+04,6.619278e+00,3.501862e+04,4.044836e+06,1.000000e+00,1.000000e+00,1.000000e+00,5.836517e+04,5.836517e+04,5.836517e+04
316,coords_1Kps_082_0102,7.579786e+03,2.601543e-01,1.614223e+03,1.614191e+03,1.043164e-04,1.448786e+01,9.551654e+03,3.130811e-01,1.000000e+00,1.000000e+00,5.053728e+02,1.614191e+03,1.614191e+03
317,coords_1Kps_082_0306,7.210945e+04,4.739611e-01,2.381024e+04,2.380329e+04,6.181057e-02,1.239534e+03,2.826081e+05,1.000000e+00,1.000000e+00,1.000000e+00,2.380329e+04,2.380329e+04,2.380329e+04
318,coords_1Kps_082_0407,2.494922e+03,4.618632e-01,8.096087e+02,8.096007e+02,4.627898e-03,1.875093e+02,6.436226e+04,9.999999e-01,1.000000e+00,1.000000e+00,8.096006e+02,8.096007e+02,8.096007e+02
319,coords_1Kps_082_0509,1.588293e+04,2.118288e-01,2.867615e+03,2.867514e+03,5.826579e-06,2.166768e+00,2.514229e+03,2.075723e-02,1.000000e+00,1.000000e+00,5.952163e+01,2.867514e+03,2.867514e+03
320,coords_1Kps_083_0002,4.115637e+04,2.205584e-01,7.679739e+03,7.679017e+03,4.755843e+01,1.326615e+05,1.077824e+07,1.000000e+00,1.000000e+00,1.000000e+00,7.679017e+03,7.679017e+03,7.679017e+03
321,coords_1Kps_083_0005,3.879255e+04,2.847103e-01,8.863058e+03,8.862096e+03,8.941764e+00,4.314672e+04,4.703023e+06,1.000000e+00,1.000000e+00,1.000000e+00,8.862096e+03,8.862096e+03,8.862096e+03
322,coords_1Kps_083_0102,9.549137e+03,2.741400e-01,2.118694e+03,2.118639e+03,4.247584e+01,1.178577e+05,9.566102e+06,1.000000e+00,1.000000e+00,1.000000e+00,2.118639e+03,2.118639e+03,2.118639e+03
323,coords_1Kps_083_0304,6.410225e+04,1.890338e-01,1.053268e+04,1.053132e+04,5.548905e+01,1.527212e+05,1.231205e+07,1.000000e+00,1.000000e+00,1.000000e+00,1.053132e+04,1.053132e+04,1.053132e+04
324,coords_1Kps_084_0001,8.093119e+03,7.520174e-01,3.551995e+03,3.551840e+03,4.627799e+01,1.304674e+05,1.071311e+07,1.000000e+00,1.000000e+00,1.000000e+00,3.551840e+03,3.551840e+03,3.551840e+03
325,coords_1Kps_084_0210,3.326341e+04,1.424557e+00,1.985995e+04,1.985511e+04,8.059553e-02,1.678553e+03,3.965624e+05,1.000000e+00,1.000000e+00,1.000000e+00,1.985511e+04,1.985511e+04,1.985511e+04
326,coords_1Kps_084_0309,6.971390e+03,2.215741e+01,6.681474e+03,6.680927e+03,3.350094e+01,9.754754e+04,8.233716e+06,1.000000e+00,1.000000e+00,1.000000e+00,6.680927e+03,6.680927e+03,6.680927e+03
327,coords_1Kps_084_0408,2.492652e+03,4.431569e+01,2.439722e+03,2.439649e+03,1.023413e+00,8.454308e+03,1.213024e+06,1.000000e+00,1.000000e+00,1.000000e+00,2.439649e+03,2.439649e+03,2.439649e+03
328,coords_1Kps_084_0507,6.419431e+03,8.852362e+00,5.790536e+03,5.790125e+03,1.127181e+00,9.370466e+03,1.344312e+06,1.000000e+00,1.000000e+00,1.000000e+00,5.790125e+03,5.790125e+03,5.790125e+03
329,coords_1Kps_084_0612,4.046383e+04,7.646998e+00,3.594463e+04,3.592880e+04,3.768645e+01,1.113014e+05,9.310128e+06,1.000000e+00,1.000000e+00,1.000000e+00,3.592880e+04,3.592880e+04,3.592880e+04
330,coords_1Kps_084_1113,9.202709e+03,3.968724e+00,7.408084e+03,7.407411e+03,7.713454e+01,2.057883e+05,1.637278e+07,1.000000e+00,1.000000e+00,1.000000e+00,7.407411e+03,7.407411e+03,7.407411e+03
331,coords_1Kps_085_0009,3.199246e+04,1.403351e-01,4.074964e+03,4.074760e+03,1.881846e+01,6.608885e+04,6.045277e+06,1.000000e+00,1.000000e+00,1.000000e+00,4.074760e+03,4.074760e+03,4.074760e+03
332,coords_1Kps_085_0102,1.571207e+04,2.351071e-01,3.087250e+03,3.087133e+03,1.989352e+01,6.904824e+04,6.358165e+06,1.000000e+00,1.000000e+00,1.000000e+00,3.087133e+03,3.087133e+03,3.087133e+03
333,coords_1Kps_085_0305,3.485436e+03,1.053872e+00,1.822654e+03,1.822613e+03,2.226912e+01,7.552546e+04,6.830138e+06,1.000000e+00,1.000000e+00,1.000000e+00,1.822613e+03,1.822613e+03,1.822613e+03
334,coords_1Kps_085_0406,2.492009e+03,1.926330e-01,4.159581e+02,4.159560e+02,1.855228e+01,6.608080e+04,6.061665e+06,1.000000e+00,1.000000e+00,1.000000e+00,4.159560e+02,4.159560e+02,4.159560e+02
335,coords_1Kps_085_0708,5.459707e+03,5.839840e-01,2.063121e+03,2.063069e+03,1.343100e+01,5.251026e+04,5.070894e+06,1.000000e+00,1.000000e+00,1.000000e+00,2.063069e+03,2.063069e+03,2.063069e+03
336,coords_1Kps_086_0007,1.322859e+04,5.948553e-01,5.056324e+03,5.056011e+03,2.357719e+01,8.316626e+04,7.644597e+06,1.000000e+00,1.000000e+00,1.000000e+00,5.056011e+03,5.056011e+03,5.056011e+03
337,coords_1Kps_086_0110,7.936821e+03,6.780609e-02,5.228764e+02,5.228731e+02,1.432539e-05,2.948835e+00,2.405619e+03,5.026417e-02,1.000000e+00,1.000000e+00,2.628178e+01,5.228731e+02,5.228731e+02
338,coords_1Kps_086_0204,5.647498e+03,8.852386e+00,5.094228e+03,5.093910e+03,7.492896e+00,3.495333e+04,3.703835e+06,1.000000e+00,1.000000e+00,1.000000e+00,5.093910e+03,5.093910e+03,5.093910e+03
339,coords_1Kps_086_0305,5.304401e+03,1.422778e+00,3.165402e+03,3.165279e+03,9.898115e+00,4.322635e+04,4.424768e+06,1.000000e+00,1.000000e+00,1.000000e+00,3.165279e+03,3.165279e+03,3.165279e+03
340,coords_1Kps_086_0613,1.010178e+04,2.888500e-01,2.333791e+03,2.333725e+03,2.519234e+01,8.530122e+04,7.786057e+06,1.000000e+00,1.000000e+00,1.000000e+00,2.333725e+03,2.333725e+03,2.333725e+03
341,coords_1Kps_086_0709,1.535508e+04,9.421066e-01,7.599590e+03,7.598882e+03,6.216826e-06,2.002527e+00,2.070421e+03,2.213199e-02,1.000000e+00,1.000000e+00,1.681784e+02,7.598882e+03,7.598882e+03
342,coords_1Kps_086_0812,1.990751e+03,2.910820e+00,1.496472e+03,1.496445e+03,3.601118e-02,8.324391e+02,2.049591e+05,1.000000e+00,1.000000e+00,1.000000e+00,1.496445e+03,1.496445e+03,1.496445e+03
343,coords_1Kps_086_0911,1.812867e+04,3.968722e+00,1.459339e+04,1.459078e+04,6.012417e+00,3.686819e+04,4.602472e+06,1.000000e+00,1.000000e+00,1.000000e+00,1.459078e+04,1.459078e+04,1.459078e+04
344,coords_1Kps_087_0004,1.451686e+04,4.625737e+00,1.201882e+04,1.201705e+04,4.476760e-04,4.098582e+01,2.149754e+04,8.004387e-01,1.000000e+00,1.000000e+00,9.618912e+03,1.201705e+04,1.201705e+04
345,coords_1Kps_087_0107,9.299911e+03,3.294149e-01,2.373270e+03,2.373201e+03,2.204568e+01,8.110958e+04,7.615024e+06,1.000000e+00,1.000000e+00,1.000000e+00,2.373201e+03,2.373201e+03,2.373201e+03
