SMILES,Accumulation P. aeruginosa PAO1,Accumulation E. coli,ASA,ASA_H,a_acc,a_aro,a_base,a_don,a_hyd,a_nN,a_nO,b_rotN,h_logD,h_logP,h_logS,h_pKa,rings,SlogP,TPSA,h_pavgQ,Weight
O=C1[C@]2(C)[C@H]([C@H]3[C@@H](c4c(cc(C[N+H3])cc4)CC3)CC2)CC1,148,208,467.31219,467.31219,1,6,1,0,18,1,1,1,1.2652885,-1.2869006,-1.2539909,9.4153643,4,3.12007,44.709999,0.99617201,284.423
O=C1N(C)c2c(cc(-c3cc(OC4CCC([N+H3])CC4)cnc3)cc2)CC1,146,222,586.48041,586.48041,3,12,1,0,20,3,2,3,0.12947263,-2.0427217,-1.6667378,9.8036337,4,2.5894699,70.07,1.0027219,352.45798
O(C)[C@H]1[C@H]([N+H3])C[C@@]23[C@@H]([C@@H]([N+@H](C)CC2)Cc2c3c(O)c(OC)cc2)C1,141,256,514.37402,514.37402,3,6,2,1,19,2,3,2,-3.1879015,-6.5859947,1.8249328,8.4578772,4,-0.48282999,70.769997,1.965842,334.45999
O=C(N[C@@H]1C(=O)N(C(C)C)c2c(OC31CCOCC3)cccc2)[C@@H]([N+H3])C,137,17,530.38263,530.38263,4,6,1,1,17,3,4,4,0.77065235,-3.5909324,-0.46555027,7.4412327,3,0.48480001,95.510002,0.73418808,362.44998
Fc1c(N2CCOCC2)ccc(N2C(=O)O[C@@H](C[N+H3])C2)c1,136,658,490.77771,490.77771,2,6,1,0,14,3,3,3,-0.027612735,-4.1461153,0.37232679,7.8785129,3,0.22939999,69.650002,0.88317543,296.32199
S(=O)(=O)(N[C@H]([C@@H]([N+H3])c1ccccc1)c1ccccc1)[C@@]12C(C)(C)[C@@H](CC1=O)CC2,135,53,560.06818,560.06818,3,12,1,1,22,2,3,6,1.7231339,-1.9314137,-2.1602066,8.0631504,4,2.9691,90.879997,0.92040533,413.56198
O=C(NCC(C(=O)N)(C)C)[C@H](C(C)C)C[C@H](O)[C@@H]([N+H3])C[C@@H](C(C)C)Cc1cc(OCCCOC)c(OC)cc1,132,43,871.31519,871.31519,6,6,1,3,28,3,6,20,2.1391842,-0.48739791,-2.3901644,9.2891483,1,2.5766699,147.75,0.99488759,552.77698
O=C1[C@@H](C)[C@H]2[C@@H](O1)c1c(C)c(C[N+H3])cc(C)c1CC2,131,272,451.319,451.319,1,6,1,0,15,1,2,1,0.48933068,-2.1640904,-0.59972739,9.3100824,3,2.2036099,53.939999,0.99512702,260.35699
O=C(OC)[C@H]1c2c(C)cccc2[C@]2([N+H3])[C@]31C[C@@H](C)[C@@](O)(C3)CC2,130,221,474.91287,474.91287,2,6,1,1,18,1,3,2,0.16582061,-2.7916129,-0.59693688,8.6493273,4,1.95512,74.169998,0.97806984,316.42099
FC(F)(F)c1nc(C(=O)Nc2cc3c(cc2)C[C@H]([N+H3])CC3)cc(C)n1,119,142,564.54669,564.54669,3,12,1,1,18,4,1,4,0.60506874,-1.5781119,-1.8625408,9.7672701,3,2.4667599,82.519997,0.99829394,351.35199
O(C)c1c(OC)cc2c([C@H]3N(C[C@H](N4C(=O)OCC4)[C@@H]([N+H3])C3)CC2)c1,118,125,560.38257,560.38257,4,6,1,0,17,3,4,3,-0.79963648,-4.2152596,-0.002315698,8.3761768,4,0.53346997,78.879997,1.1747227,348.423
Clc1ccc([C@@H](NC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)CCO)cc1,114,135,644.2323,644.2323,6,15,0,5,18,6,2,7,1.2898371,1.6766272,-4.2750831,14,4,2.2444,120.16,0.6133194,428.92398
O=C1N(C)c2c(cc(-c3cc(C4([N+H3])CC4)cnc3)cc2)CC1,113,495,509.40564,509.40564,2,12,1,0,17,3,1,2,0.86057836,-2.2571287,-1.2705582,8.5798817,4,2.2000699,60.84,0.9785344,294.37799
O=C(OC)[C@H]1c2c(C)cccc2[C@]2([N+H3])[C@]31C[C@H](C)[C@@](O)(C3)CC2,113,215,474.91287,474.91287,2,6,1,1,18,1,3,2,0.16582061,-2.7916129,-0.59693688,8.6493273,4,1.95512,74.169998,0.97806984,316.42099
Fc1cc(CN2C(=O)N(C)C(=O)C=C2N2C[C@H]([N+H3])CCC2)c(C#N)cc1,105,189,539.73389,539.73389,3,6,1,0,15,5,2,4,0.43150455,-2.6380372,-1.4222863,11.838838,3,0.90548402,95.290001,1.8897409,358.397
S(=O)(=O)(C)n1nc2c(c1)CN([C@@H]1C[C@H]([N+H3])[C@@H](c3c(F)ccc(F)c3)OC1)C2,99,223,587.39203,587.39203,5,11,1,0,19,4,3,3,-0.52394682,-3.7793698,-0.80583209,8.4684744,4,1.0536,92.07,1.2293386,399.44199
Clc1nc(Cl)cc(C(=O)Nc2cc3OC[C@H]([N+H3])Cc3cc2)c1,97,1369,533.27747,533.27747,3,12,1,1,14,3,2,3,1.8631101,-1.4938407,-1.9492589,8.5626736,3,2.18607,78.860001,0.9733572,339.202
O=C(OC(C)(C)C)N[C@@H]1[C@@H]([N+H3])CN2[C@H](c3c(cc(OC)c(OC)c3)CC2)C1,92,267,611.37335,611.37335,4,6,1,1,19,3,4,6,-0.30127686,-3.5597427,-0.41830927,8.6355104,3,1.60597,87.669998,0.99198103,378.49298
O=C(Nc1c2c(nc(N3Cc4c(S(=O)(=O)CC3)cccc4)c1)ccc(C)c2)C([N+H3])(C)C,92,273,645.99078,645.99078,4,16,1,1,21,4,3,4,1.9401143,-2.0042424,-2.5698049,7.9224281,4,2.56252,107.01,1.3623204,439.56
S(CC(=O)O[C@H]1[C@]2(C)[C@H](C)CC[C@]3([C@@H](C)[C@H](O)[C@@](C=C)(C)C1)[C@H]2C(=O)CC3)CC[N+H3],88,20,589.01318,589.01318,3,0,1,1,23,1,4,7,0.36909404,-1.9922541,-1.628194,9.6899776,3,2.868,91.239998,0.9979623,438.65298
FC(F)(F)c1nc(C(=O)Nc2cc3OC[C@@H]([N+H3])Cc3cc2)cc(C)n1,87,208,561.08313,561.08313,4,12,1,1,17,4,2,4,1.2163531,-2.1445189,-1.5097158,8.5587044,3,1.91299,91.75,0.97311801,353.32401
O=C1N(Cc2c(C#N)cccc2)C(N2C[C@H]([N+H3])CCC2)=CC(=O)N1C,86,141,528.67004,528.67004,3,6,1,0,14,5,2,4,0.30769053,-2.7582018,-1.278361,11.848871,3,0.76638401,95.290001,1.8900659,340.40698
O(C)[C@H]1[C@@H](C[N+H3])O[C@@H]1c1onc(-c2ccccc2)n1,83,907,499.22055,499.22055,4,11,1,0,11,3,3,4,-0.29465991,-3.8749833,0.18201633,8.4163418,3,0.52890003,85.019997,0.96307516,262.289
O=C(N[C@@H]1[C@@H]([N+H3])C[C@@H]2N(C1)CCc1c2cc(OC)c(OC)c1)C1CC1,81,99,593.86591,593.86591,4,6,1,1,18,3,3,5,-0.92462486,-4.1808476,-0.037267804,8.5286245,4,0.60746998,78.440002,1.2501261,346.45099
FC(F)(F)c1nn(-c2cc(NC3CCC(OC(=O)CN)CC3)c(C(=O)N)cc2)c2c1C(=O)CC(C)(C)C2,79,63,730.86151,730.86151,5,11,0,3,25,5,4,8,3.3308983,3.4188833,-5.7416306,14,4,3.6815701,142.33,0.18339118,521.53998
O=C1N(Cc2nc(C)c3c(n2)cccc3)C(=O)c2n(CC#CC)c(N3C[C@H]([N+H3])CCC3)nc2N1C,74,110,735.85614,735.85614,5,15,1,0,20,8,2,5,1.0147458,-2.0645883,-3.1145477,8.8625956,5,2.113728,115.1,0.99105024,473.561
Clc1cc2nc(CN3C(=O)C4(c5c3cncc5)CC4)n(CC3([N+H3])COC3)c2cc1,74,97,601.63849,601.63849,4,15,1,0,20,5,2,4,1.9827141,-2.6260135,-2.2247875,6.8259416,6,2.2068,87.889999,0.44757244,410.88498
O=C(O[C@H]1[C@]2(C)[C@H](C)CC[C@]3([C@@H](C)[C@H](O)[C@@](C=C)(C)C1)[C@H]2C(=O)CC3)CN,74,154,501.91971,501.91971,4,0,0,2,20,1,4,4,2.2906034,2.3750937,-3.5816045,14,3,2.8515999,89.620003,0.17679328,377.52499
O=C1N(C)c2c(cc(-c3cc([C@H]([N+H3])C)cnc3)cc2)CC1,72,258,504.52676,504.52676,2,12,1,0,16,3,1,2,1.0183678,-2.1482689,-1.1068066,8.7113791,3,2.05597,60.84,0.98522902,282.367
Clc1cc(F)c(-c2nn(C)nn2)c(-c2cnc3C(NC(=O)C4([N+H3])CC4)CCc3c2)c1,72,87,646.91132,646.91132,5,17,1,1,20,7,1,5,1.5613781,-2.573236,-2.5320096,7.4954581,5,2.06427,113.23,0.77164125,428.879
FC(F)(F)c1nc(C(=O)Nc2cc3OC[C@H]([N+H3])Cc3cc2)cc(C)n1,71,127,561.08313,561.08313,4,12,1,1,17,4,2,4,1.2163531,-2.1445189,-1.5097158,8.5587044,3,1.91299,91.75,0.97311801,353.32401
O=C(OC[C@@H](OCn1c2N=C(N)NC(=O)c2nc1)CO)[C@@H]([N+H3])C(C)C,70,165,605.12,605.12,6,5,1,3,8,6,5,9,-1.7216613,-6.3582249,1.3132241,6.7358675,2,-2.0162001,168.7,0.35110769,355.375
O=C1[C@]2(C)C[C@]3([C@@H]([N+H3])c4c(C)cccc4[C@H]3CC2)C1,61,515,431.62534,431.62534,1,6,1,0,16,1,1,0,0.38191637,-2.3985124,-0.63708812,8.9429512,4,2.62012,44.709999,0.98872483,256.36899
Fc1c(F)cccc1[C@H]1[C@H]([N+H3])c2c([C@H](OC(=O)N3CCC(N4C(=O)Nc5ncccc45)CC3)CC1)nccc2,50,86,776.58893,776.58893,4,18,1,1,27,6,3,5,2.2851648,-1.5328554,-3.6789064,7.8874607,6,4.5005999,115.3,0.88768429,535.57501
O=C(OCCOCn1c2N=C(N)NC(=O)c2nc1)[C@@H]([N+H3])C(C)C,44,141,583.23877,583.23877,5,5,1,2,7,6,4,8,-1.3759942,-6.0074859,1.1302272,6.7513661,2,-1.3771,148.47,0.35933214,325.349
Clc1nc(Cl)cc(C(=O)Nc2cc3c(cc2)C[C@@H]([N+H3])CC3)c1,42,768,536.94855,536.94855,2,12,1,1,15,3,1,3,1.2533991,-0.92623371,-2.3027363,9.770812,3,2.73984,69.629997,0.9983089,337.22998
FC(F)(F)c1cnc(C(=O)Nc2cc3OC[C@H]([N+H3])Cc3cc2)nc1,39,418,532.45367,532.45367,4,12,1,1,16,4,2,4,0.835051,-2.5272036,-1.1581198,8.5572586,3,1.60457,91.75,0.97303081,339.297
O(C)c1c(OC)cc2c([C@H]3N(C[C@H](n4cccc4)[C@@H]([N+H3])C3)CC2)c1,33,20,557.5683,557.5683,3,11,1,0,19,3,2,3,0.80204523,-2.6541464,-0.83547294,8.3424244,4,1.85097,54.27,1.1580589,328.436
O(C)c1c(OC)cc2c([C@H]3N(C[C@H](n4cc(C)cc4)[C@@H]([N+H3])C3)CC2)c1,23,17,585.47894,585.47894,3,11,1,0,20,3,2,3,1.0796633,-2.381912,-1.0834787,8.3377008,4,2.15939,54.27,1.1558844,342.46298
O=C(N[C@@H]1C(=O)N(Cc2c(OC)ccc3c2cccc3)c2c(N(C(=O)c3ccc(N)cc3)C1)cccc2)[C@@H]([N+H3])C,14,11,756.40564,756.40564,4,22,1,2,28,5,4,8,4.2045979,-0.15366511,-4.3778439,7.4481683,5,3.0058,132.61,0.73729283,538.62799
Brc1ccc(S(=O)(=O)O[C@H]2[C@H]3OC[C@@H](OC(=O)CN)[C@H]3OC2)cc1,2,10,573.51019,573.51019,7,6,0,1,14,1,7,6,1.1821527,1.2450262,-3.3018327,14,3,0.1911,114.15,0.13478129,422.25198
O(C)[C@H]1[C@@H](C[N+H3])O[C@@H]1c1onc(-c2ccncc2)n1,0,14,497.06567,497.06567,5,11,1,0,10,4,3,4,-1.0070276,-4.5788994,0.51288539,8.4110699,3,-0.076099999,97.910004,0.9955551,263.27701
O=C(O[C@H]1[C@H]2OC[C@H]([N+H3])[C@H]2OC1)C,0,372,353.08591,353.08591,3,0,1,0,7,1,4,2,-1.8375815,-5.8533664,2.4180119,7.7830215,2,-1.6738,72.400002,0.85851049,188.203
O=C(O[C@H]1[C@H]2OC[C@H]([N+H3])[C@H]2OC1)CN,0,23,378.0043,378.0043,4,0,1,1,7,2,4,3,-2.5739267,-6.5300908,2.7442501,7.7902751,2,-2.7349999,98.419998,0.99253047,203.218
Oc1c(O)cccc1C[N+H2][C@H]1c2c([C@@H]3[C@]41CC(=C)[C@@](O)(C4)CC3)cccc2,,493,574.47174,574.47174,3,12,1,3,23,1,3,3,0.98660797,-1.1324898,-1.896812,7.9030199,5,3.2228999,77.300003,0.8876124,364.465
O(C)c1cc2c([C@@H]3SC(=O)N4[C@H]3C[C@@H]([C@@H](C=C)C[N+H2]C)CC4)ccnc2cc1,128,413,639.48303,639.48303,3,10,1,0,22,3,2,6,-0.03086292,-1.0769837,-2.6014256,9.9739971,4,3.3227999,59.040001,1.0439749,398.55099
Clc1ccc(/C=C/c2nc(NCC[N+H2]C)c3c(n2)ccc(C)c3)cc1,1323,4228,641.34155,641.34155,2,16,1,1,19,4,0,6,2.524178,0.4965651,-3.1999509,8.8039761,3,3.36712,54.419998,1.5000398,353.87698
[N+H2](C(c1ccccc1)c1ccccc1)C,56,,393.96921,393.96921,0,12,1,0,14,1,0,3,1.2417512,-0.41445637,-1.1671809,9.052948,2,2.0646999,16.610001,0.99122548,198.289
O(C)c1c2O[C@@H]3C(=O)C(OC)=C[C@@H]4[C@H]5[N+@H](C)CC[C@@]34c2c(cc1)C5,45,407,512.85004,512.85004,4,6,1,0,18,1,4,2,0.25687003,-1.0221581,-1.8432276,8.5260239,5,0.26627001,49.200001,0.97107786,328.388
O(C)c1c(O)c2c(cc1)C[C@@H]1[N+@H](C)CC[C@]32[C@@H]1C=C(OC)C(=O)C3,99,218,513.13348,513.13348,4,6,1,1,18,1,4,2,-0.061413024,-1.0042422,-1.5758027,8.4665308,4,0.60096997,60.200001,0.96667355,330.40399
O(C)C=1C(=O)C[C@@]23[C@@H]([C@@H]([N+@H](C)CC2)C=C2C3=C(O)C(=O)C=C2)C=1,90,213,475.50848,475.50848,4,0,1,1,16,1,4,1,0.093940936,-1.1930058,-1.5692337,6.5280728,4,0.2701,68.040001,0.23711243,314.36099
O(C)c1c(O)c2c(cc1)C[C@@H]1[N+@H](C)CC[C@]32[C@@H]1C=C(OC)C(=NO)C3,159,204,530.17975,530.17975,5,6,1,2,18,2,4,2,-1.1363344,-1.5748782,-1.2617226,7.6097817,4,0.86207002,75.720001,0.79603994,345.41901
O=C(O[C@H]1[C@@H]2[N+@H](C)CC[C@@]3([C@@H]2C=C(OC)C(=O)C3)C=2C(=O)C(OC)(OC)C=CC1=2)C,7,,585.34875,585.34875,6,0,1,0,18,1,7,5,0.975483,-1.3989396,-2.0093069,7.16363,4,-0.25099999,92.57,0.59309429,418.466
O(C)C=1C(=O)NC[C@@]23[C@@H]([C@@H]([N+@H](C)CC2)[C@H](N=[N+]=[N-])c2c3c3OCOc3cc2)C=1,24,,524.86951,524.86951,6,6,1,1,17,5,4,2,0.16165435,-2.3871634,-1.7416556,6.797802,5,0.67690003,85.949997,0.38566533,384.41599
O=C(OC)C[C@@H]1[C@H]2[N+@H](C)CC[C@]31[C@@H](C#N)Oc1c(OC)ccc(c31)C2,75,,513.84247,513.84247,4,6,1,0,17,2,4,5,0.30282024,-1.1946789,-1.7968777,8.3070927,4,0.23995399,72.989998,0.95301014,343.40298
O(C)c1cc2c([C@@H](O)[C@H]3[N+@@H]4C[C@H](C=C)[C@H](C3)CC4)ccnc2cc1,259,261,500.29633,500.29633,3,10,1,1,20,2,2,4,0.90700442,-0.14057967,-2.1476405,8.6383877,4,1.8516001,46.790001,1.0102224,325.43201
O=C(NCCC[N+H](C)C)CC[C@@]1(C)C(=O)CC[C@@H]2[C@@H]1C(=O)C[C@]1(C)C(=O)CC[C@@H]21,0,72,642.4317,642.4317,4,0,1,1,19,2,4,8,-1.2474972,-1.8174313,-1.5518415,9.6861687,3,0.97719997,84.75,0.99794441,405.55899
O[C@@H]1[C@@H](O)C=C2[C@H]3[N+@@H](Cc4c([C@H]13)cc1OCOc1c4)CC2,182,,445.83868,445.83868,4,6,1,2,15,1,4,0,-0.41628599,-2.2688844,-0.54644746,7.537744,5,-0.4021,63.360001,0.77525073,288.323
C(=C)c1c2[N+H](C)Cc3c(-c2ccc1)cc1OCOc1c3,13,,458.09979,458.09979,2,12,1,0,16,1,2,1,3.4093533,0.77958661,-2.5443857,-0.30213192,4,2.6515,22.9,4.9873293e-008,266.32001
O=C(O[C@@H]1[C@@H](OC(=O)C)C=C2[C@H]3[N+@@H](Cc4c([C@H]13)cc1OCOc1c4)CC2)C,25,,539.57544,539.57544,4,6,1,0,17,1,6,4,0.83638048,-1.2968708,-1.965938,7.1159792,5,0.73949999,75.5,0.56636912,372.397
O=C(OC)C1=C2Nc3c(cccc3)[C@@]32[C@@H]2[C@@](CC)(C=CC[N+@H]2CC3)C1,63,,507.88544,507.88544,1,6,1,1,20,2,2,3,1.6059281,0.10622119,-2.6257818,7.9974594,5,1.8041,42.77,0.90860629,337.44299
O=C(O[C@H]1[C@](O)(C(=O)OC)[C@@H]2N(C)c3c(ccc(OC)c3)[C@@]32[C@@H]2[C@@]1(CC)C=CC[N+@H]2CC3)C,49,,588.91583,588.91583,4,6,1,1,23,2,6,6,1.1155409,-0.64973354,-2.6905949,7.6721945,5,0.2242,89.739998,0.82459354,457.547
O=C(OC)C=1[C@@H]2[C@@H]([C@H](C)OC=1)C[N+@@H]1[C@H](c3[nH]c4c(c3CC1)ccc(OC)c4)C2,56,,613.42511,613.42511,3,9,1,1,21,2,4,3,1.5709596,-0.39208806,-2.5003185,7.5617566,5,1.86577,64.989998,0.78473783,383.46799
Clc1ccc(/C=C/c2nc(NCC[N+H](C)C)c3c(n2)ccc(C)c3)cc1,517,1923,664.96448,664.96448,2,16,1,1,20,4,0,6,2.8474276,1.7339746,-3.9070914,8.7791147,3,3.3184199,42.25,1.5006756,367.90399
O=C1[C@@H](C)[C@H]2[C@@H](O1)c1c(C)c(CNC(=[N+H2])N)cc(C)c1CC2,95,156,527.84021,527.84021,1,6,3,0,15,3,2,3,-0.23816115,-0.30082694,-1.6873833,9.6558981,3,0.62510997,89.940002,0.99779636,302.39798
O=C1[C@]2(C)[C@H]([C@H]3[C@@H](c4c(cc(CNC(=[N+H2])N)cc4)CC3)CC2)CC1,409,1202,534.67395,534.67395,1,6,3,0,18,3,1,3,0.63342136,0.57567227,-2.3417628,9.6940022,4,1.5415699,80.709999,0.99798107,326.46399
OC[C@@]1(C)[C@H]2[C@@](C)(c3c(cc(C(C)C)c(CNC(=[N+H2])N)c3)CC2)CCC1,493,824,553.78259,553.78259,1,6,3,1,21,3,1,5,2.6021674,2.5442264,-3.116612,9.689209,3,2.2423699,83.870003,0.99795872,358.54999
S(CC(=O)O[C@H]1[C@]2(C)[C@H](C)CC[C@]3([C@@H](C)[C@H](O)[C@@](C=C)(C)C1)[C@H]2C(=O)CC3)CCNC(=[N+H2])N,123,46,657.1084,657.1084,3,0,3,1,23,3,4,9,-0.069556817,-0.095057353,-2.7342083,10.110575,3,1.2895,127.24,0.99922538,480.694
O=C(O[C@H]1[C@]2(C)[C@H](C)CC[C@]3([C@@H](C)[C@H](O)[C@@](C=C)(C)C1)[C@H]2C(=O)CC3)CNC(=[N+H2])N,222,105,573.38116,573.38116,3,0,3,1,20,3,4,6,1.0127589,-0.64687961,-1.9050717,6.9690452,3,0.55629998,127.24,0.48218855,420.57401
S(=O)(=O)(O[C@H]1[C@H]2OC[C@H](NC(=[N+H2])N)[C@H]2OC1)c1ccc(-c2ccccc2)cc1,744,1741,619.06348,619.06348,5,12,3,0,18,3,5,6,-0.42248324,-0.85829461,-2.5002918,8.582552,4,-0.74290001,125.47,0.97451776,404.46698
[N+H2]=C(N[C@H]1[C@H](C)[C@@H]2C(C)(C)[C@H](C1)C2)N,915,1483,363.39682,363.39682,0,0,3,0,10,3,0,2,-1.0503135,-1.0579987,-0.16305973,10.54164,2,-0.27950001,63.639999,0.99971277,196.31799
O(C)c1c(OC)ccc(CCNC(=[N+H2])N)c1,209,319,460.13879,460.13879,2,6,3,0,10,3,2,6,-1.6299634,-1.6535344,-0.030454213,10.161777,1,-1.09033,82.099998,0.99931145,224.284
[N+H2]=C(NCc1ccc(-c2ccccc2)cc1)N,1295,4736,453.54446,453.54446,0,12,3,0,13,3,0,4,0.079800695,0.020980727,-1.9393568,9.6861763,2,0.7834,63.639999,0.99794441,226.30299
[N+H2]=C(NC1c2c(-c3c1cccc3)cccc2)N,1055,1848,412.49005,412.49005,0,12,3,0,13,3,0,2,-0.24476503,-0.34722862,-1.453445,9.2704763,3,0.51529998,63.639999,0.99466419,224.287
FC(F)(F)c1nc(-c2n[nH]c3c2cccc3)nc(NCCCNC(=[N+H2])N)c1,1050,2324,626.43341,626.43341,4,15,3,3,16,8,0,8,-1.0044813,-1.0322069,-2.1635988,10.037801,3,0.81559998,130.13,0.99924314,379.37
FC(F)(F)c1nc(-c2n[nH]c3c2cccc3)nc(NCCNC(=[N+H2])N)c1,1737,3267,599.38538,599.38538,4,15,3,3,15,8,0,7,-1.1988516,-1.2714684,-1.9485303,9.6442986,3,0.42550001,130.13,0.99785709,365.34299
Clc1ccc(/C=C/c2nc(NCCNC(=[N+H2])N)c3c(n2)ccc(C)c3)cc1,2693,1932,674.98059,674.98059,2,16,3,1,18,6,0,7,0.91513348,1.0961336,-3.5701189,9.6187601,3,1.83732,101.45,1.5331054,381.89099
O=C1N(C)c2c3OCC(CNC(=[N+H2])N)N4C(=O)C=C(C)c(c34)cc2C(C)=C1,44,434,571.46143,571.46143,3,6,3,0,16,5,3,3,0.14305097,-0.0033238933,-2.6891437,9.3317938,4,-0.75940001,113.49,0.99536353,368.41699
O(CCCNC(=[N+H2])N)c1c2B(O)OCc2ccc1,325,874,478.65234,478.65234,3,6,3,1,10,3,3,6,-2.3324811,-1.911148,-0.37281048,4.8756218,2,-2.3970001,102.33,0.0067359894,250.086
O=C(N(Cc1c(C)c2c(o1)cccc2)C)/C=C/c1cc2c(NC(=O)C(CCNC(=[N+H2])N)C2)cc1,929,2259,786.86371,786.86371,2,15,3,1,21,5,3,9,1.1824474,1.1588148,-4.047092,10.178123,4,1.84369,126.19,0.9993369,460.55798
O=C1[C@@H](C)[C@H]2[C@@H](O1)c1c(C)c(C[n+]3ccccc3)cc(C)c1CC2,64,62,546.89691,546.89691,1,12,1,0,20,1,2,2,3.2298801,3.2298801,-4.143352,14,4,3.7975099,30.18,1,322.42798
O=C1[C@]2(C)[C@H]([C@H]3[C@@H](c4c(cc(C[n+]5ccccc5)cc4)CC3)CC2)CC1,97,69,557.09717,557.09717,1,12,1,0,23,1,1,2,4.1021175,4.1021175,-4.7951488,14,5,4.7139702,20.950001,1,346.49399
OC[C@@]1(C)[C@H]2[C@@](C)(c3c(cc(C(C)C)c(C[n+]4ccccc4)c3)CC2)CCC1,86,116,569.14276,569.14276,1,12,1,1,26,1,1,4,6.073081,6.073081,-5.5718207,14,4,5.4147701,24.110001,1,378.57999
S(CC(=O)O[C@H]1[C@]2(C)[C@H](C)CC[C@]3([C@@H](C)[C@H](O)[C@@](C=C)(C)C1)[C@H]2C(=O)CC3)CC[n+]1ccccc1,118,64,690.96698,690.96698,3,6,1,1,28,1,4,8,3.3880956,3.3880956,-5.1619058,14,4,4.8801999,67.480003,1,500.724
O=C(O[C@H]1[C@]2(C)[C@H](C)CC[C@]3([C@@H](C)[C@H](O)[C@@](C=C)(C)C1)[C@H]2C(=O)CC3)C[n+]1ccccc1,85,88,601.60681,601.60681,3,6,1,1,25,1,4,5,3.0255296,3.0255296,-4.4289718,14,4,4.1469998,67.480003,1,440.604
S(=O)(=O)(O[C@H]1[C@H]2OC[C@H]([n+]3ccccc3)[C@H]2OC1)c1ccc(-c2ccccc2)cc1,179,345,664.68414,664.68414,5,18,1,0,23,1,5,5,2.7481916,2.7481916,-4.9962697,14,5,2.8494,65.709999,1,424.49698
C[C@H]1[C@H]([n+]2ccccc2)C[C@H]2C(C)(C)[C@@H]1C2,245,124,393.63303,393.63303,0,6,1,0,15,1,0,1,2.4217761,2.4217761,-2.5964441,14,3,3.3127999,3.8800001,1,216.34799
O(C)c1c(OC)ccc(CC[n+]2ccccc2)c1,83,138,492.82516,492.82516,2,12,1,0,15,1,2,5,1.8150845,1.8150845,-2.4523668,14,2,2.50037,22.34,1,244.314
C([n+]1ccccc1)c1ccc(-c2ccccc2)cc1,385,576,477.50513,477.50513,0,18,1,0,18,1,0,3,3.5479054,3.5479054,-4.3928442,14,3,3.9558001,3.8800001,1,246.33299
[n+]1(C2c3c(-c4c2cccc4)cccc3)ccccc1,353,137,456.37833,456.37833,0,18,1,0,18,1,0,1,3.2725005,3.2725005,-3.9644747,14,4,3.6877,3.8800001,1,244.317
FC(F)(F)c1nc(-c2n[nH]c3c2cccc3)nc(NCCC[n+]2ccccc2)c1,187,732,658.0639,658.0639,4,21,1,3,21,6,0,7,2.4255161,2.4263735,-4.5790691,10.877337,4,4.4063001,70.370003,0.99997431,399.39999
FC(F)(F)c1nc(-c2n[nH]c3c2cccc3)nc(NCC[n+]2ccccc2)c1,488,562,631.73218,631.73218,4,21,1,3,20,6,0,6,2.2183933,2.219238,-4.3803058,10.879228,4,4.0162001,70.370003,0.99995202,385.37299
Clc1ccc(/C=C/c2nc(NCC[n+]3ccccc3)c3c(n2)ccc(C)c3)cc1,313,518,709.35645,709.35645,2,22,1,1,23,4,0,6,4.3247237,4.5870571,-6.0020771,14,4,5.42802,41.689999,1.5316741,401.92099
O=C1N(C)c2c3OCC(C[n+]4ccccc4)N4C(=O)C=C(C)c(c34)cc2C(C)=C1,13,198,597.43604,597.43604,3,12,1,0,21,3,3,2,3.5349534,3.5349534,-5.1468768,14,5,2.8313,53.73,1,388.44699
O(CCC[n+]1ccccc1)c1c2B(O)OCc2ccc1,143,233,510.00354,510.00354,3,12,1,1,15,1,3,5,1.1074188,1.5550232,-2.7920771,4.8754897,3,1.1937,42.57,0.0074514593,270.116
O=C(N(Cc1c(C)c2c(o1)cccc2)C)/C=C/c1cc2c(NC(=O)C(CC[n+]3ccccc3)C2)cc1,120,762,821.68506,821.68506,2,21,1,1,26,3,3,8,4.623982,4.623982,-6.4667387,14,5,5.4343901,66.43,1,480.58798
O=C([O-])[C@H]1c2c(C)cccc2[C@@H]2[C@@]31CC(=O)[C@](C)(C3)CC2,,138,444.24094,444.24094,1,6,0,0,16,0,3,1,2.4197927,2.4185305,-3.9309378,14,4,2.07512,57.200001,-0.99534547,283.34698
O=C([O-])[C@H]1[C@@H]2[C@@](C(=O)[O-])(C)[C@@H](O)C=CC2=C2[C@]31CC(=C)[C@@](O)(C3)CC2,,104,463.20346,463.20346,2,0,0,2,17,0,6,2,-0.41891032,-0.42165959,-2.8045835,14,4,-1.1729,120.72,-1.9897684,344.36301
O=C(NCc1sccc1)[C@H]1[C@@H]2[C@@](C(=O)[O-])(C)[C@@H](O)[C@H](O)C=C2[C@H]2[C@]31CC(=C)[C@@](O)(C3)CC2,,61,579.47314,579.47314,4,5,0,4,23,1,6,5,1.0477926,1.0467659,-4.1170688,14,5,0.77219999,129.92,-0.99608427,458.55499
O=C([O-])[C@H]1c2c(C)cccc2[C@@H]2[C@]31CC(=O)[C@@](O)(C3)CC2,,64,435.37015,435.37015,2,6,0,1,15,0,4,1,1.3690451,1.3678604,-3.2422302,14,4,0.79992002,77.43,-0.99562728,285.319
